basinid	basin_name	continent	ocean	mouth_lon	mouth_lat	basin_area	runoff	din_yld	dip_yld	don_yld	dop_yld	doc_yld	pn_yld	pp_yld	poc_yld	tss_yld	din_load	dip_load	don_load	dop_load	doc_load	pn_load	pp_load	poc_load	tss_load	nat_DSi(kg Si/km2)	DSi_Ddip(kg_Si/km2)	DSi_Dsed(kg_Si/km2)	DSI_nat(kg_Si)	DSI_dip(kg_Si)	DSI_sed(kg_Si)
103	Fitzroy_West	Australia	Indian_Ocean	123.25	-17.25	192241.0	0.1	9.6	0.0	0.0	0.0	0.4	0.0	0.0	0.0	17.4	1843	2	6	0	79	0	0	0	0	154.513065659	154.513065659	154.513065659	29699110.8633	29699110.8633	29699110.8633
104	Grande_de_Santiago	North_America	Pacific_Ocean	-105.25	21.75	191707.0	29.4	45.4	3.8	38.1	3.9	137.1	1.4	0.4	9.1	0.5	8702	726	7302	754	26279	271	81	1745	100326	1561.53680923	234.230521384	235.589058408	299301321.762	44895198.2643	45155590.4142
105	Rufiji	Africa	Indian_Ocean	39.25	-7.75	186744.0	232.5	87.2	4.1	67.8	3.5	1134.1	193.5	63.3	1353.6	164.2	16289	762	12663	660	211782	36095	11817	252503	30634202	1243.37081561	1243.37081561	1243.37081561	231935905.203	231935905.203	231935905.203
106	Wisla	Europe	Atlantic_Ocean	18.75	54.25	180747.0	77.8	273.8	38.4	68.7	6.3	364.5	47.4	14.0	300.6	13.3	49482	6947	12413	1145	65876	8546	2531	54222	2391870	459.224481544	459.224481544	459.224481544	82829401.2871	82829401.2871	82829401.2871
107	Taz	Asia	Arctic_Ocean	78.25	67.75	171368.0	378.9	27.5	3.0	76.4	3.9	1344.3	89.7	25.7	549.9	8.1	4721	521	13100	664	230365	15331	4388	93932	1377004	686.174455085	686.174455085	686.174455085	117217123.639	117217123.639	117217123.639
108	Hong	Asia	Pacific_Ocean	106.25	20.25	170657.0	459.1	844.1	30.4	161.5	13.1	1956.5	420.6	146.3	3122.4	514.6	144058	5187	27568	2236	333885	71790	24976	533001	87835296	4577.10335306	4577.10335306	4577.10335306	781311542.367	781311542.367	781311542.367
109	Swan-Avon	Australia	Indian_Ocean	115.75	-31.75	166104.0	4.9	15.4	2.2	4.0	0.4	26.2	24.0	8.2	175.3	26.8	2565	365	668	64	4358	3980	1355	29066	4448830	80.8433949414	80.8433949414	80.8433949414	13404077.4115	13404077.4115	13404077.4115
110	Rhine	Europe	Atlantic_Ocean	5.75	52.75	165466.0	339.4	1454.7	135.1	268.1	22.0	1397.5	142.2	41.2	881.7	22.1	240701	22357	44354	3636	231237	23438	6796	145365	3644970	1292.11895158	293.659874126	226.430925075	213023898.834	48413941.4879	37330308.0316
111	Pyasina	Asia	Arctic_Ocean	86.75	73.75	164390.0	351.9	28.4	3.2	94.9	5.8	1300.8	104.3	30.1	643.1	12.9	4673	519	15599	960	213833	17134	4937	105635	2113313	759.012032097	647.885080478	633.167837175	124668485.284	106415772.354	103998450.424
112	Cuanza	Africa	Atlantic_Ocean	13.25	-9.25	163777.0	309.1	197.4	1.2	88.5	4.5	1313.0	67.9	20.3	433.9	21.6	32324	204	14496	735	215033	11117	3322	71009	3531409	1624.9057426	795.846334609	631.292130056	265896325.907	130230702.503	103303381.578
113	ABAUCAN	South_America	Land	-65.25	-30.25	161471.0	0.7	4.5	1.2	1.6	0.2	4.5	0.0	0.0	0.0	1016.1	728	192	258	28	724	0	0	0	0	274.711429874	274.711429874	274.711429874	44271669.9042	44271669.9042	44271669.9042
114	GHAASBasin114	Australia	Indian_Ocean	121.75	-19.25	159300.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0	0	0	0	0	0	0	0	0	69.1903090539	69.1903090539	69.1903090539	11029557.976	11029557.976	11029557.976
115	GHAASBasin115	Australia	Land	133.25	-18.25	156987.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.9	0	0	0	0	0	0	0	0	0	116.362196496	116.362196496	116.362196496	18266072.1572	18266072.1572	18266072.1572
116	DRAA	Africa	Atlantic_Ocean	-10.75	28.25	156331.0	0.1	0.0	1.7	2.1	0.3	0.0	0.0	0.0	0.0	111.1	0	268	335	39	0	0	0	0	0	74.7327796307	71.3466373856	70.8287392228	11681779.7152	11152478.2763	11071523.5429
117	GHAASBasin117	Asia	Land	81.25	33.25	155193.0	160.9	6.6	0.9	44.2	2.1	1437.0	116.0	35.4	757.4	51.0	1031	140	6859	333	223007	18005	5493	117532	7920410	296.320306696	296.320306696	296.320306696	45981799.9119	45981799.9119	45981799.9119
118	Roviuna	Africa	Indian_Ocean	40.25	-10.75	154150.0	410.5	256.2	6.6	120.1	6.2	1712.3	341.3	111.7	2385.6	288.1	39492	1013	18513	961	263951	52550	17202	367347	44367000	1285.11525489	1285.11525489	1285.11525489	197892327.871	197892327.871	197892327.871
119	Essequibo	South_America	Atlantic_Ocean	-58.75	6.75	150776.0	872.7	493.0	13.7	261.4	13.8	3865.4	391.8	114.1	2436.5	66.6	74326	2062	39419	2088	582811	59003	17182	366912	10025300	3681.10490267	3681.10490267	3681.10490267	554341268.398	554341268.398	554341268.398
120	Koksoak	North_America	Atlantic_Ocean	-68.25	58.25	150575.0	564.2	23.5	10.9	232.4	12.0	3429.7	106.8	30.5	652.9	8.4	3539	1647	34999	1808	516421	16016	4575	97918	1253067	691.345410948	679.177731715	677.359493285	103684528.007	101859680.314	101586990.005
121	Elbe	Europe	Atlantic_Ocean	9.25	53.75	148992.0	104.5	502.8	64.3	111.7	10.6	464.7	43.8	12.7	271.4	6.8	74915	9582	16643	1573	69243	6491	1878	40256	1007320	723.738421227	723.738421227	723.738421227	107368766.004	107368766.004	107368766.004
122	GHAASBasin122	Africa	Land	11.75	20.25	145182.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	0	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
123	HUMBOLDT	North_America	Land	-118.25	39.75	143758.0	30.1	12.1	1.3	9.4	0.5	156.0	21.7	6.6	141.3	9.5	1735	193	1350	79	22433	3111	946	20300	1360000	515.668737953	515.668737953	515.668737953	74083033.5693	74083033.5693	74083033.5693
124	GHAASBasin124	Asia	Land	88.75	42.75	143272.0	0.1	0.0	0.4	0.5	0.1	0.0	0.0	0.0	0.0	33.4	0	62	76	9	0	0	0	0	0	-9999	-9999	-9999	0	0	0
125	GHAASBasin125	Africa	Indian_Ocean	41.75	11.25	143162.0	125.0	128.4	1.3	36.1	1.9	558.5	284.7	98.7	2106.5	341.9	18377	180	5164	268	79954	40706	14114	301174	48888688	2749.02925202	2679.67124399	2670.18709307	393031461.191	383115277.425	381759318.884
126	Chao_Phraya	Asia	Pacific_Ocean	100.25	13.75	141667.0	362.0	144.8	16.0	122.5	8.9	1718.6	183.0	55.2	1180.4	68.2	20518	2272	17356	1263	243474	25923	7824	167225	9665324	1953.68639208	1086.58176068	971.294726685	276763121.675	153927345.382	137595553.572
127	Mahanadi	Asia	Indian_Ocean	86.25	20.25	141095.0	451.8	579.1	12.2	156.9	10.3	1832.0	162.3	50.9	1087.6	95.8	81707	1721	22134	1454	258482	22897	7182	153399	13513974	1215.84947305	509.793525554	509.319344259	171483409.678	71901278.8441	71834400.3143
128	Fitzroy_East	Australia	Pacific_Ocean	150.75	-23.25	138340.0	0.8	33.1	0.5	0.8	0.1	4.3	0.0	0.0	0.0	16.7	4577	71	109	11	597	0	0	0	0	328.054021512	318.550296508	317.169189078	45377744.4716	44063151.2142	43872110.91
129	GHAASBasin129	Asia	Land	95.25	36.75	136918.0	13.1	11.6	0.1	3.3	0.1	68.7	72.2	24.4	523.4	77.1	1591	14	449	20	9410	9885	3344	71622	10550500	108.771861742	108.771861742	108.771861742	14884341.5608	14884341.5608	14884341.5608
130	GHAASBasin130	Africa	Atlantic_Ocean	-15.75	18.75	136081.0	0.1	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	8.0	0	7	10	1	0	0	0	0	0	-9999	-9999	-9999	0	0	0
131	Sanaga	Africa	Atlantic_Ocean	10.25	3.75	129180.0	1535.9	313.8	22.3	479.1	26.3	5984.0	677.5	199.3	4250.5	147.6	40541	2882	61892	3400	773016	87443	25716	548574	19051418	2614.31516772	2284.83302713	2268.80727515	337403515.546	294880550.482	292812266.931
132	Albany	North_America	Atlantic_Ocean	-81.75	52.25	129054.0	283.3	15.6	2.3	78.7	3.9	2440.3	56.2	16.1	344.1	4.8	2013	299	10151	507	314935	7230	2065	44257	612958	1629.50118782	1430.40873269	1414.29296594	209605996.791	183996336.103	181923332.795
133	GHAASBasin133	Asia	Indian_Ocean	68.25	24.25	128243.0	0.1	0.0	6.9	7.2	0.9	0.0	0.0	0.0	0.0	8.2	0	880	929	109	0	0	0	0	0	126.490691026	126.490691026	126.490691026	16218889.3847	16218889.3847	16218889.3847
134	GHAASBasin134	South_America	Land	-62.75	-30.75	126655.0	10.9	22.1	12.5	17.8	1.9	64.0	83.7	27.7	593.5	78.0	2793	1582	2257	241	8104	10588	3506	75077	9869810	434.794942428	432.068778139	431.668766792	55003734.1918	54658860.7785	54608257.343
135	Brazos	North_America	Atlantic_Ocean	-95.25	29.25	124924.0	1.4	40.0	8.6	10.6	1.2	8.5	18.8	6.0	129.0	13.9	4996	1072	1324	153	1064	2345	750	16114	1736000	361.874568584	361.874568584	361.874568584	45195238.6196	45195238.6196	45195238.6196
136	Taymyra	Asia	Arctic_Ocean	98.75	76.25	124106.0	241.0	18.1	1.9	67.5	3.3	1022.7	94.9	27.4	587.8	13.9	2244	240	8383	415	126922	11776	3404	72906	1719060	248.928693134	248.928693134	248.928693134	30876119.3816	30876119.3816	30876119.3816
137	Alabama	North_America	Atlantic_Ocean	-88.25	30.75	123907.0	219.7	504.5	13.1	77.2	5.6	1010.2	99.3	29.0	619.9	19.1	62505	1625	9562	690	125175	12312	3591	76880	2366602	1780.73436947	1684.39664009	1676.20526199	220830649.893	208883711.734	207867890.744
138	GHAASBasin138	Asia	Indian_Ocean	48.25	28.25	123522.0	0.1	0.0	2.8	3.5	0.4	0.0	0.0	0.0	0.0	4.2	0	351	429	50	0	0	0	0	0	-9999	-9999	-9999	0	0	0
139	Balsas	North_America	Pacific_Ocean	-101.75	18.25	122847.0	115.5	180.7	10.7	118.3	11.7	499.6	35.4	12.3	261.7	42.2	22202	1313	14536	1434	61370	4352	1506	32145	5180917	4172.85554602	625.928331903	454.090140518	512601920.985	76890288.1477	55781341.0415
140	Burdekin	Australia	Pacific_Ocean	147.25	-19.75	121149.0	0.7	59.8	0.2	0.3	0.0	4.0	0.0	0.0	0.0	50.0	7248	20	42	3	480	0	0	0	0	299.990040927	52.9392425223	26.2071299753	36319794.255	6409354.09218	3172897.22612
141	Colorado_(Texas)	North_America	Atlantic_Ocean	-95.75	28.75	121077.0	0.1	42.7	0.7	6.0	0.7	0.0	0.0	0.0	0.0	23.7	5172	91	730	86	0	0	0	0	0	226.1009742	103.099783225	143.764043435	27365905.3113	12478579.1629	17400337.2331
142	Odra	Europe	Atlantic_Ocean	14.25	53.75	120226.0	82.9	279.7	32.4	61.4	5.6	331.5	32.7	9.4	202.2	4.7	33628	3899	7386	669	39850	3911	1128	24207	565118	427.455216344	427.455216344	427.455216344	51167671.762	51167671.762	51167671.762
143	Loire	Europe	Atlantic_Ocean	-2.25	47.25	118452.0	153.1	456.5	32.4	80.9	6.1	613.0	66.5	19.3	413.3	10.8	54075	3835	9577	722	72617	7862	2278	48827	1281360	883.335233342	883.335233342	883.335233342	104358107.802	104358107.802	104358107.802
144	Galana	Africa	Indian_Ocean	39.75	-3.25	117366.0	45.4	67.7	8.0	21.7	1.7	217.6	553.6	179.0	3820.5	424.2	7950	938	2549	202	25533	64899	20981	447876	49729400	2399.9643503	2399.9643503	2399.9643503	281347820.785	281347820.785	281347820.785
145	Kuskowin	North_America	Pacific_Ocean	-162.25	60.25	115974.0	168.0	34.9	1.0	46.4	2.3	1254.9	104.0	30.9	661.0	30.2	4045	116	5384	263	145541	12029	3571	76459	3492540	583.1008302	583.1008302	583.1008302	67447273.0292	67447273.0292	67447273.0292
146	Moose	North_America	Atlantic_Ocean	-80.75	51.75	115136.0	354.6	32.9	4.0	97.7	5.0	3150.7	75.8	21.6	463.6	6.2	3787	460	11250	572	362764	8683	2479	53126	712768	1828.04653043	1828.04653043	1828.04653043	209481336.062	209481336.062	209481336.062
147	Narmada	Asia	Indian_Ocean	72.75	21.75	113962.0	443.5	400.4	4.8	156.7	12.0	1751.9	48.3	17.6	374.8	73.4	45632	545	17861	1373	199655	5501	2000	42707	8360465	1810.58443826	271.587665738	89.3342361836	206319717.908	30947957.6862	10179814.8816
148	GHAASBasin148	Asia	Land	63.25	28.25	111689.0	0.3	0.5	0.7	1.0	0.1	1.7	0.0	0.0	0.0	12.7	56	79	109	12	185	0	0	0	0	-9999	-9999	-9999	0	0	0
149	Churchill_(Atlantic)	North_America	Atlantic_Ocean	-60.25	53.25	110595.0	630.9	46.1	8.8	181.8	9.5	3011.5	66.4	19.0	406.2	5.5	5102	974	20109	1046	333060	7335	2097	44889	610945	1025.48009105	530.234735877	477.525059197	113324779.382	58595710.427	52770816.7668
150	Flinders	Australia	Indian_Ocean	140.75	-17.75	110175.0	0.3	1.6	0.1	0.1	0.0	0.4	0.0	0.0	0.0	136.1	172	7	9	1	44	0	0	0	0	125.812813991	125.812813991	125.812813991	13865830.2299	13865830.2299	13865830.2299
151	GHAASBasin151	North_America	Land	-113.25	41.25	109753.0	24.9	28.5	5.6	13.5	1.1	143.7	39.2	14.4	308.7	63.4	3128	610	1482	126	15770	4296	1578	33834	6950190	293.025297801	293.025297801	293.025297801	32117916.8413	32117916.8413	32117916.8413
152	Kizil_Irmak	Asia	Mediterranean+Black_Sea	35.25	41.25	109790.0	26.0	45.5	11.7	27.7	2.7	131.3	36.0	13.0	279.1	54.3	4990	1286	3039	301	14421	3945	1427	30574	5947316	522.085954545	439.632919743	427.316912076	57198693.008	48165303.4212	46815986.2532
153	San_Joaquin	North_America	Pacific_Ocean	-121.25	37.75	109379.0	93.2	47.2	0.5	9.5	0.8	97.0	94.7	33.7	720.9	131.5	5166	52	1037	86	10615	10351	3688	78816	14379217	548.802637151	176.001005734	171.588632532	60003336.3329	19243069.962	18760643.1379
154	Back	North_America	Arctic_Ocean	-95.75	67.25	108476.0	103.7	16.5	0.3	23.1	1.1	383.8	34.2	9.8	210.5	4.1	1786	34	2507	119	41633	3709	1065	22852	442914	59.2400909215	59.2400909215	59.2400909215	6430156.42898	6430156.42898	6430156.42898
155	Save	Africa	Indian_Ocean	34.75	-21.25	107387.0	21.1	52.2	3.6	10.0	0.8	105.5	22.5	8.2	175.0	34.6	5606	389	1071	84	11334	2409	874	18755	3707637	582.991578677	555.177050458	551.096109407	62476875.5205	59496103.7894	59058765.6608
156	Roper	Australia	Indian_Ocean	135.25	-14.75	107151.0	30.2	17.1	0.0	7.6	0.3	143.6	374.6	120.9	2582.9	284.8	1835	4	818	37	15386	40119	12946	276590	30500400	456.846488672	456.846488672	456.846488672	48922319.9324	48922319.9324	48922319.9324
157	Victoria	Australia	Indian_Ocean	129.75	-15.25	106302.0	1.0	0.1	0.0	0.2	0.0	5.3	0.0	0.0	0.0	60.6	14	0	22	1	568	0	0	0	0	397.29270935	397.29270935	397.29270935	42227050.1987	42227050.1987	42227050.1987
158	GHAASBasin158	Australia	Land	121.25	-29.25	106371.0	0.3	0.0	0.0	0.1	0.0	2.3	0.0	0.0	0.0	47.1	2	1	9	0	240	0	0	0	0	34.7961701601	34.7961701601	34.7961701601	3695283.67866	3695283.67866	3695283.67866
160	GHAASBasin160	Africa	Land	16.75	-18.75	105827.0	0.7	4.2	0.5	0.8	0.1	5.2	0.0	0.0	0.0	23.0	440	49	82	8	549	0	0	0	0	239.293780666	239.293780666	239.293780666	25297181.3169	25297181.3169	25297181.3169
161	Bandama	Africa	Atlantic_Ocean	-4.75	5.25	104021.0	294.7	93.7	6.0	89.8	4.9	1231.8	111.9	32.8	702.4	24.5	9746	621	9341	512	128133	11639	3412	73028	2547461	1240.83566536	1226.45438	1224.38218444	129003479.949	127508329.617	127292893.805
162	Severn_CAN	North_America	Atlantic_Ocean	-87.75	56.25	104365.0	213.3	14.7	1.0	39.6	2.0	1306.0	52.9	15.1	324.6	4.9	1538	107	4136	204	136297	5503	1573	33735	508673	820.942698049	820.942698049	820.942698049	85327142.1498	85327142.1498	85327142.1498
163	Po	Europe	Mediterranean+Black_Sea	12.25	44.75	102007.0	672.6	822.6	113.9	318.5	21.9	2884.1	614.8	213.7	4560.5	748.5	83908	11623	32487	2236	294196	62751	21806	465453	76388200	2565.30006616	2565.30006616	2565.30006616	261817090.052	261817090.052	261817090.052
164	GHAASBasin164	Australia	Land	132.75	-19.75	100641.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.7	0	0	0	0	0	0	0	0	0	92.9650488671	92.9650488671	92.9650488671	9364927.16267	9364927.16267	9364927.16267
165	Rhone	Europe	Mediterranean+Black_Sea	4.75	43.75	99046.3	524.4	761.7	56.4	205.2	13.7	1940.4	407.4	136.0	2905.4	394.1	75439	5583	20326	1354	192188	40407	13490	288154	39085676	1878.5784878	1697.55866471	1688.69177425	186317796.015	168364213.191	167484793.194
166	Anabar	Asia	Arctic_Ocean	113.75	73.25	99427.8	225.3	9.5	1.7	61.1	3.0	922.0	89.6	25.9	555.0	13.1	941	165	6074	300	91670	8859	2560	54849	1295870	235.626276691	235.626276691	235.626276691	23286238.0465	23286238.0465	23286238.0465
167	La_Grande	North_America	Atlantic_Ocean	-78.75	53.75	98983.2	413.9	47.2	0.7	119.3	6.1	1807.4	5.1	1.4	31.1	0.4	4670	74	11805	601	178906	502	143	3070	39976	685.086220091	102.762933014	37.7413998648	67702548.4938	10155382.2741	3729733.39652
168	Tana_(Kenya)	Africa	Indian_Ocean	40.25	-2.25	98899.2	161.3	40.0	5.3	53.7	3.3	768.2	72.9	22.8	487.4	42.3	3953	529	5314	323	75974	7198	2249	48144	4175606	971.217850429	945.364031251	941.721964312	95936216.3827	93382394.3026	93022633.4911
169	GHAASBasin169	Australia	Indian_Ocean	129.25	-31.25	98334.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.1	0	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
170	Cunene	Africa	Atlantic_Ocean	11.75	-17.25	98156.6	52.5	61.6	0.4	14.0	0.7	246.9	150.8	52.7	1126.8	190.5	6050	42	1375	66	24239	14783	5162	110425	18671370	642.548522538	577.618994336	569.465053585	62970141.7402	56607008.9174	55807917.8187
171	Douro	Europe	Atlantic_Ocean	-8.75	41.25	96980.7	106.4	313.9	17.0	44.2	3.4	353.0	74.5	22.8	488.1	34.6	30446	1653	4286	329	34237	7223	2209	47347	3351890	825.161907803	801.438502954	798.599945991	80035173.8976	77734162.6481	77458841.6499
172	Nemanus	Europe	Atlantic_Ocean	21.25	55.75	96925.5	134.5	209.3	13.7	49.6	3.4	518.3	61.6	17.9	383.2	10.7	20289	1325	4804	327	50235	5968	1732	37139	1040080	278.183429745	278.183429745	278.183429745	26961927.0338	26961927.0338	26961927.0338
173	Nordre_Stromfjord	North_America	Arctic_Ocean	-53.25	67.75	13099.3	194.3	1.8	1.3	53.9	2.6	873.8	0.0	0.0	0.0	0.0	24	17	706	35	11446	0	0	0	0	183.350399887	183.350399887	183.350399887	3265378.94679	3265378.94679	3265378.94679
174	GHAASBasin174	Asia	Land	51.75	34.75	96735.0	70.7	43.0	36.7	63.6	6.2	330.2	82.6	30.2	646.9	130.7	4162	3549	6154	599	31943	7973	2916	62472	12619299	406.898882167	406.898882167	406.898882167	39297032.0184	39297032.0184	39297032.0184
175	Ord	Australia	Indian_Ocean	128.25	-15.25	94605.0	4.5	1.3	0.0	1.1	0.0	23.8	804.7	239.2	5104.8	224.8	120	1	101	4	2256	76118	22624	482884	21266500	468.238188986	468.238188986	468.238188986	44292241.5756	44292241.5756	44292241.5756
176	Hayes_(Hudson_Bay)	North_America	Atlantic_Ocean	-92.75	56.75	94237.7	141.5	11.4	0.7	38.7	1.9	1215.4	42.8	12.3	263.1	4.7	1079	67	3643	176	114534	4018	1152	24710	441359	896.149427813	896.149427813	896.149427813	84153990.203	84153990.203	84153990.203
177	Mearim	South_America	Atlantic_Ocean	-44.75	-2.75	92358.9	619.3	204.2	12.0	185.4	9.8	3967.5	179.8	51.6	1105.1	19.0	18858	1104	17119	909	366435	16597	4765	101994	1757530	1986.60851061	1986.60851061	1986.60851061	183349655.75	183349655.75	183349655.75
178	GHAASBasin178	Australia	Indian_Ocean	131.25	-31.25	92369.6	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.1	0	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
179	Saguenay	North_America	Atlantic_Ocean	-69.75	48.25	91650.9	458.1	45.3	1.1	135.5	7.3	1903.9	21.9	6.3	133.9	2.0	4149	105	12417	665	174491	2009	575	12312	181055	1146.83146689	413.581831903	228.7584727	105460095.087	38032074.0914	21036125.1671
180	Panuco	North_America	Atlantic_Ocean	-98.25	22.25	92051.8	75.6	183.1	32.9	60.1	5.6	335.2	339.5	116.8	2496.6	394.7	16859	3032	5534	517	30853	31205	10739	229511	36283100	1355.72129152	1310.7655735	1304.75972817	124628344.414	120495668.513	119943564.948
181	GHAASBasin181	North_America	Arctic_Ocean	-51.75	64.25	9083.6	425.4	3.5	5.2	122.7	6.2	1767.1	143.5	41.9	899.8	31.1	32	47	1115	57	16051	2061	602	12927	447216	731.231951185	731.231951185	731.231951185	10504512.5947	10504512.5947	10504512.5947
182	Doce	South_America	Atlantic_Ocean	-39.75	-19.25	90311.2	295.7	510.6	14.7	96.9	7.3	1248.7	197.6	59.3	1269.0	69.0	46111	1327	8752	663	112775	17829	5352	114527	6222930	1563.87828333	1563.87828333	1563.87828333	141140173.898	141140173.898	141140173.898
183	Gasgoyne	Australia	Indian_Ocean	113.75	-24.75	89611.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	1	0	0	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
184	GHAASBasin184	South_America	Land	-69.75	-15.75	89084.4	222.2	81.9	9.3	70.6	4.1	936.3	200.5	69.1	1478.1	235.9	7299	826	6290	365	83412	17847	6149	131540	20993800	1800.18581482	1800.18581482	1800.18581482	160208802.355	160208802.355	160208802.355
185	GHAASBasin185	Australia	Indian_Ocean	124.75	-32.75	87928.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0	1	1	0	0	0	0	0	0	-9999	-9999	-9999	0	0	0
186	Tes-Chem	Asia	Land	92.75	50.25	87878.6	12.5	7.7	0.2	3.3	0.2	65.1	14.6	5.3	114.8	23.4	675	15	286	14	5722	1279	468	10053	2051237	210.915119914	210.915119914	210.915119914	18465429.2539	18465429.2539	18465429.2539
187	Pur	Asia	Arctic_Ocean	78.25	67.25	86645.3	299.0	23.3	2.6	72.2	3.6	1944.2	80.3	23.0	492.8	7.9	2020	226	6258	315	168454	6911	1979	42412	682849	711.301227821	711.301227821	711.301227821	61211238.3312	61211238.3312	61211238.3312
188	GHAASBasin188	Asia	Indian_Ocean	37.25	25.75	86008.1	0.1	0.0	5.9	7.0	0.8	0.0	0.0	0.0	0.0	8.1	0	505	606	71	0	0	0	0	0	-9999	-9999	-9999	0	0	0
189	GHAASBasin189	Asia	Land	92.75	48.25	85955.1	15.6	2.1	0.2	4.0	0.2	80.3	17.1	6.2	133.5	26.4	178	15	345	16	6898	1473	534	11468	2265090	203.627850498	203.627850498	203.627850498	17494971.5369	17494971.5369	17494971.5369
190	Penzhina	Asia	Pacific_Ocean	164.25	62.25	85725.8	175.9	27.9	1.1	48.8	2.4	748.8	71.4	20.6	442.1	10.7	2388	95	4185	204	64190	6126	1770	37950	916686	964.965307211	964.965307211	964.965307211	82834167.4209	82834167.4209	82834167.4209
191	Ashburton	Australia	Indian_Ocean	115.25	-22.25	84887.4	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	1	1	1	0	0	0	0	0	0	70.8362155573	70.8362155573	70.8362155573	6013696.9677	6013696.9677	6013696.9677
192	GHAASBasin192	Asia	Land	93.25	47.75	84789.8	3.7	0.6	0.1	0.9	0.0	19.8	26.4	8.8	188.2	25.4	49	5	78	4	1679	2238	743	15946	2153540	76.7074973033	76.7074973033	76.7074973033	6497930.45032	6497930.45032	6497930.45032
193	Daugava	Europe	Atlantic_Ocean	24.25	56.75	83481.8	133.4	78.1	11.1	49.2	3.2	615.3	43.3	12.4	266.5	5.1	6516	928	4107	263	51364	3605	1035	22201	423827	256.016790767	185.694098679	119.695530187	21330242.9374	15471251.8074	9972528.48053
194	GHAASBasin194	North_America	Arctic_Ocean	-55.25	73.25	3692.5	169.0	0.9	1.0	46.5	2.3	733.0	0.0	0.0	0.0	0.0	3	4	172	8	2707	0	0	0	0	189.681234889	189.681234889	189.681234889	516122.640134	516122.640134	516122.640134
195	CAPIM/_Yaqui	South_America	Atlantic_Ocean	-48.25	-1.25	83316.5	1314.8	541.6	22.2	405.7	22.3	5659.5	332.7	95.4	2040.3	31.3	45128	1853	33803	1855	471527	27698	7942	169836	2602140	3361.53579271	3361.53579271	3361.53579271	279820621.06	279820621.06	279820621.06
196	Ebro	Europe	Mediterranean+Black_Sea	0.75	40.75	82678.0	77.8	257.8	3.8	36.6	2.8	301.8	16.3	5.5	117.4	16.7	21316	313	3023	236	24948	1349	453	9712	1384489	716.266533447	138.404182258	113.277552265	59265398.2545	11451852.9047	9372822.73395
197	Comoe	Africa	Atlantic_Ocean	-3.75	5.25	82347.4	302.6	65.0	7.3	91.7	5.1	1282.2	167.9	49.3	1056.2	39.3	5350	603	7555	418	105585	13817	4061	86940	3237600	1109.75504905	1109.75504905	1109.75504905	91344380.2579	91344380.2579	91344380.2579
198	Jacui	South_America	Atlantic_Ocean	-51.25	-30.25	80804.4	617.4	679.3	37.2	207.0	14.9	2492.4	201.3	58.1	1242.6	26.0	54894	3010	16729	1207	201400	16241	4684	100243	2100339	5209.96804136	4682.30247814	4627.96251146	420280306.945	377714317.457	373330793.856
199	Peel	North_America	Arctic_Ocean	-135.75	69.25	80841.7	52.7	3.7	0.1	13.7	0.6	316.0	43.3	14.0	300.6	34.5	297	8	1108	51	25550	3479	1125	24129	2773370	141.625966173	141.625966173	141.625966173	11369463.696	11369463.696	11369463.696
200	GHAASBasin200	Africa	Atlantic_Ocean	-13.25	27.25	80466.3	0.1	0.0	0.7	1.0	0.1	0.0	0.0	0.0	0.0	17.3	0	56	81	10	0	0	0	0	0	-9999	-9999	-9999	0	0	0
201	Kapuas	Oceania	Pacific_Ocean	109.25	-0.25	80365.5	2358.9	714.4	29.2	752.6	43.0	9209.8	1212.9	355.9	7593.3	250.4	57413	2348	60487	3454	740151	97365	28570	609544	20101900	10209.2905411	10209.2905411	10209.2905411	819537558.067	819537558.067	819537558.067
202	GHAASBasin202	Asia	Land	55.75	21.75	80324.2	0.1	0.0	1.5	2.2	0.3	0.0	0.0	0.0	0.0	6.3	0	124	176	21	0	0	0	0	0	-9999	-9999	-9999	0	0	0
