 0.000000E+00 -7.000000E+00 2.190000E+00
 2.000000E+00 -7.000000E+00 1.995027E+00
 4.000000E+00 -7.000000E+00 1.798752E+00
 6.000000E+00 -7.000000E+00 1.651804E+00
 8.000000E+00 -7.000000E+00 1.557492E+00
 1.000000E+01 -7.000000E+00 1.558642E+00
 1.200000E+01 -7.000000E+00 1.579165E+00
 1.400000E+01 -7.000000E+00 1.611543E+00
 1.600000E+01 -7.000000E+00 1.657478E+00
 1.800000E+01 -7.000000E+00 1.689264E+00
 2.000000E+01 -7.000000E+00 1.685702E+00
 2.200000E+01 -7.000000E+00 1.680444E+00
 2.400000E+01 -7.000000E+00 1.678647E+00
 2.600000E+01 -7.000000E+00 1.679463E+00
 2.800000E+01 -7.000000E+00 1.674351E+00
 3.000000E+01 -7.000000E+00 1.652856E+00
 0.000000E+00 -6.500000E+00 2.137756E+00
 2.000000E+00 -6.500000E+00 1.951416E+00
 4.000000E+00 -6.500000E+00 1.757789E+00
 6.000000E+00 -6.500000E+00 1.612491E+00
 8.000000E+00 -6.500000E+00 1.532218E+00
 1.000000E+01 -6.500000E+00 1.539966E+00
 1.200000E+01 -6.500000E+00 1.564977E+00
 1.400000E+01 -6.500000E+00 1.602363E+00
 1.600000E+01 -6.500000E+00 1.648884E+00
 1.800000E+01 -6.500000E+00 1.681685E+00
 2.000000E+01 -6.500000E+00 1.681683E+00
 2.200000E+01 -6.500000E+00 1.672819E+00
 2.400000E+01 -6.500000E+00 1.673053E+00
 2.600000E+01 -6.500000E+00 1.674746E+00
 2.800000E+01 -6.500000E+00 1.670815E+00
 3.000000E+01 -6.500000E+00 1.651533E+00
 0.000000E+00 -6.000000E+00 2.086265E+00
 2.000000E+00 -6.000000E+00 1.907217E+00
 4.000000E+00 -6.000000E+00 1.726255E+00
 6.000000E+00 -6.000000E+00 1.587146E+00
 8.000000E+00 -6.000000E+00 1.515766E+00
 1.000000E+01 -6.000000E+00 1.524402E+00
 1.200000E+01 -6.000000E+00 1.550316E+00
 1.400000E+01 -6.000000E+00 1.589119E+00
 1.600000E+01 -6.000000E+00 1.638976E+00
 1.800000E+01 -6.000000E+00 1.671775E+00
 2.000000E+01 -6.000000E+00 1.674245E+00
 2.200000E+01 -6.000000E+00 1.665183E+00
 2.400000E+01 -6.000000E+00 1.664696E+00
 2.600000E+01 -6.000000E+00 1.668145E+00
 2.800000E+01 -6.000000E+00 1.665808E+00
 3.000000E+01 -6.000000E+00 1.648887E+00
 0.000000E+00 -5.500000E+00 2.035330E+00
 2.000000E+00 -5.500000E+00 1.862395E+00
 4.000000E+00 -5.500000E+00 1.691005E+00
 6.000000E+00 -5.500000E+00 1.550036E+00
 8.000000E+00 -5.500000E+00 1.496071E+00
 1.000000E+01 -5.500000E+00 1.507735E+00
 1.200000E+01 -5.500000E+00 1.538347E+00
 1.400000E+01 -5.500000E+00 1.578366E+00
 1.600000E+01 -5.500000E+00 1.631803E+00
 1.800000E+01 -5.500000E+00 1.662099E+00
 2.000000E+01 -5.500000E+00 1.666685E+00
 2.200000E+01 -5.500000E+00 1.657495E+00
 2.400000E+01 -5.500000E+00 1.657917E+00
 2.600000E+01 -5.500000E+00 1.663899E+00
 2.800000E+01 -5.500000E+00 1.660736E+00
 3.000000E+01 -5.500000E+00 1.646876E+00
 0.000000E+00 -5.000000E+00 1.984826E+00
 2.000000E+00 -5.000000E+00 1.814014E+00
 4.000000E+00 -5.000000E+00 1.654425E+00
 6.000000E+00 -5.000000E+00 1.520172E+00
