T  NoName
       0.7 0.05368 0.04288 0.03586 0.03193 0.03162 0.07721 0.17526 0.14716 0.12994 0.11440 0.09090 0.06916
   37972.50 0.05368 0.04288 0.03586 0.03193 0.03162 0.07721 0.17526 0.14716 0.12994 0.11440 0.09090 0.06916
   19538.67 0.05368 0.04288 0.03586 0.03193 0.03162 0.07721 0.17526 0.14716 0.12994 0.11440 0.09090 0.06916
   78648.93 0.05368 0.04288 0.03586 0.03193 0.03162 0.07721 0.17526 0.14716 0.12994 0.11440 0.09090 0.06916
    68.70   -82.05
T  NoName
       0.0 0.06147 0.06462 0.06252 0.07228 0.08307 0.16759 0.13994 0.06352 0.07587 0.07761 0.07055 0.06096
    1979.61 0.06147 0.06462 0.06252 0.07228 0.08307 0.16759 0.13994 0.06352 0.07587 0.07761 0.07055 0.06096
    2605.16 0.06147 0.06462 0.06252 0.07228 0.08307 0.16759 0.13994 0.06352 0.07587 0.07761 0.07055 0.06096
   11213.12 0.06147 0.06462 0.06252 0.07228 0.08307 0.16759 0.13994 0.06352 0.07587 0.07761 0.07055 0.06096
    70.71  -154.15
T  NoName
       1.5 0.03908 0.03367 0.03064 0.02924 0.03929 0.20558 0.22483 0.10796 0.09803 0.08016 0.06345 0.04807
       0.00 0.03908 0.03367 0.03064 0.02924 0.03929 0.20558 0.22483 0.10796 0.09803 0.08016 0.06345 0.04807
       0.00 0.03908 0.03367 0.03064 0.02924 0.03929 0.20558 0.22483 0.10796 0.09803 0.08016 0.06345 0.04807
       0.00 0.03908 0.03367 0.03064 0.02924 0.03929 0.20558 0.22483 0.10796 0.09803 0.08016 0.06345 0.04807
    70.67   -80.58
T  NoName
       9.0 0.02868 0.02199 0.01998 0.04046 0.16036 0.21117 0.13422 0.09068 0.08621 0.09010 0.07173 0.04442
       0.00 0.02868 0.02199 0.01998 0.04046 0.16036 0.21117 0.13422 0.09068 0.08621 0.09010 0.07173 0.04442
       0.00 0.02868 0.02199 0.01998 0.04046 0.16036 0.21117 0.13422 0.09068 0.08621 0.09010 0.07173 0.04442
       0.00 0.02868 0.02199 0.01998 0.04046 0.16036 0.21117 0.13422 0.09068 0.08621 0.09010 0.07173 0.04442
    53.71   -60.68
T  NoName
       0.1 0.09770 0.09505 0.08807 0.08744 0.10702 0.04496 0.01761 0.03228 0.08045 0.11902 0.12021 0.11019
       0.00 0.09770 0.09505 0.08807 0.08744 0.10702 0.04496 0.01761 0.03228 0.08045 0.11902 0.12021 0.11019
       0.00 0.09770 0.09505 0.08807 0.08744 0.10702 0.04496 0.01761 0.03228 0.08045 0.11902 0.12021 0.11019
       0.00 0.09770 0.09505 0.08807 0.08744 0.10702 0.04496 0.01761 0.03228 0.08045 0.11902 0.12021 0.11019
    60.93  -164.02
T  NELSON
     215.9 0.07767 0.07097 0.06456 0.06314 0.07956 0.09415 0.09637 0.09479 0.09376 0.09184 0.08913 0.08405
       0.00 0.07767 0.07097 0.06456 0.06314 0.07956 0.09415 0.09637 0.09479 0.09376 0.09184 0.08913 0.08405
       0.00 0.07767 0.07097 0.06456 0.06314 0.07956 0.09415 0.09637 0.09479 0.09376 0.09184 0.08913 0.08405
       0.00 0.07767 0.07097 0.06456 0.06314 0.07956 0.09415 0.09637 0.09479 0.09376 0.09184 0.08913 0.08405
    57.03   -92.56
T  NoName
       0.7 0.07294 0.06998 0.06126 0.06615 0.13968 0.10048 0.05525 0.04708 0.07503 0.11349 0.10701 0.09165
       0.00 0.07294 0.06998 0.06126 0.06615 0.13968 0.10048 0.05525 0.04708 0.07503 0.11349 0.10701 0.09165
       0.00 0.07294 0.06998 0.06126 0.06615 0.13968 0.10048 0.05525 0.04708 0.07503 0.11349 0.10701 0.09165
       0.00 0.07294 0.06998 0.06126 0.06615 0.13968 0.10048 0.05525 0.04708 0.07503 0.11349 0.10701 0.09165
    60.61  -164.33
T  NoName
       0.1 0.01312 0.00811 0.00680 0.03882 0.19369 0.25913 0.13135 0.07372 0.09399 0.09633 0.05891 0.02603
       0.00 0.01312 0.00811 0.00680 0.03882 0.19369 0.25913 0.13135 0.07372 0.09399 0.09633 0.05891 0.02603
       0.00 0.01312 0.00811 0.00680 0.03882 0.19369 0.25913 0.13135 0.07372 0.09399 0.09633 0.05891 0.02603
       0.00 0.01312 0.00811 0.00680 0.03882 0.19369 0.25913 0.13135 0.07372 0.09399 0.09633 0.05891 0.02603
    57.02   -92.83
T  NoName
       1.1 0.01285 0.00826 0.00825 0.05515 0.20894 0.23689 0.13510 0.08277 0.08922 0.08560 0.05298 0.02400
    3059.40 0.01285 0.00826 0.00825 0.05515 0.20894 0.23689 0.13510 0.08277 0.08922 0.08560 0.05298 0.02400
    3907.73 0.01285 0.00826 0.00825 0.05515 0.20894 0.23689 0.13510 0.08277 0.08922 0.08560 0.05298 0.02400
  120122.64 0.01285 0.00826 0.00825 0.05515 0.20894 0.23689 0.13510 0.08277 0.08922 0.08560 0.05298 0.02400
    56.85   -92.08
T  NoName
       0.0 0.00684 0.00381 0.00410 0.06550 0.27422 0.26185 0.10786 0.05532 0.07758 0.08182 0.04499 0.01610
       0.00 0.00684 0.00381 0.00410 0.06550 0.27422 0.26185 0.10786 0.05532 0.07758 0.08182 0.04499 0.01610
       0.00 0.00684 0.00381 0.00410 0.06550 0.27422 0.26185 0.10786 0.05532 0.07758 0.08182 0.04499 0.01610
       0.00 0.00684 0.00381 0.00410 0.06550 0.27422 0.26185 0.10786 0.05532 0.07758 0.08182 0.04499 0.01610
    57.49   -92.69
T  NoName
       2.1 0.06317 0.05403 0.04876 0.04677 0.05128 0.12689 0.16978 0.10667 0.08668 0.08787 0.08433 0.07377
   17276.59 0.06317 0.05403 0.04876 0.04677 0.05128 0.12689 0.16978 0.10667 0.08668 0.08787 0.08433 0.07377
    5210.31 0.06317 0.05403 0.04876 0.04677 0.05128 0.12689 0.16978 0.10667 0.08668 0.08787 0.08433 0.07377
   57664.77 0.06317 0.05403 0.04876 0.04677 0.05128 0.12689 0.16978 0.10667 0.08668 0.08787 0.08433 0.07377
    62.15   -93.52
T  NoName
       0.5 0.05216 0.03969 0.03100 0.03871 0.09285 0.14142 0.13190 0.10997 0.10440 0.10206 0.08814 0.06769
       0.00 0.05216 0.03969 0.03100 0.03871 0.09285 0.14142 0.13190 0.10997 0.10440 0.10206 0.08814 0.06769
       0.00 0.05216 0.03969 0.03100 0.03871 0.09285 0.14142 0.13190 0.10997 0.10440 0.10206 0.08814 0.06769
       0.00 0.05216 0.03969 0.03100 0.03871 0.09285 0.14142 0.13190 0.10997 0.10440 0.10206 0.08814 0.06769
    57.34   -93.21
T  NoName
       0.0 0.00891 0.00506 0.00460 0.04625 0.22513 0.25896 0.12029 0.06832 0.09460 0.09458 0.05313 0.02016
12914790.73 0.00891 0.00506 0.00460 0.04625 0.22513 0.25896 0.12029 0.06832 0.09460 0.09458 0.05313 0.02016
  418127.50 0.00891 0.00506 0.00460 0.04625 0.22513 0.25896 0.12029 0.06832 0.09460 0.09458 0.05313 0.02016
 7027902.61 0.00891 0.00506 0.00460 0.04625 0.22513 0.25896 0.12029 0.06832 0.09460 0.09458 0.05313 0.02016
    57.14   -92.63
T  HAYES
      27.7 0.04432 0.03342 0.02890 0.06130 0.16615 0.15143 0.09798 0.07768 0.08989 0.09865 0.08790 0.06237
       0.00 0.04432 0.03342 0.02890 0.06130 0.16615 0.15143 0.09798 0.07768 0.08989 0.09865 0.08790 0.06237
       0.00 0.04432 0.03342 0.02890 0.06130 0.16615 0.15143 0.09798 0.07768 0.08989 0.09865 0.08790 0.06237
       0.00 0.04432 0.03342 0.02890 0.06130 0.16615 0.15143 0.09798 0.07768 0.08989 0.09865 0.08790 0.06237
    57.05   -92.18
T  NoName
       1.4 0.05963 0.05632 0.05445 0.05970 0.12031 0.16680 0.09758 0.07761 0.08551 0.08786 0.07049 0.06373
       0.00 0.05963 0.05632 0.05445 0.05970 0.12031 0.16680 0.09758 0.07761 0.08551 0.08786 0.07049 0.06373
       0.00 0.05963 0.05632 0.05445 0.05970 0.12031 0.16680 0.09758 0.07761 0.08551 0.08786 0.07049 0.06373
       0.00 0.05963 0.05632 0.05445 0.05970 0.12031 0.16680 0.09758 0.07761 0.08551 0.08786 0.07049 0.06373
    56.65   -62.89
T  NoName
       0.4 0.06222 0.06039 0.05960 0.05959 0.07649 0.17408 0.12229 0.08192 0.07902 0.08413 0.07426 0.06601
    5218.97 0.06222 0.06039 0.05960 0.05959 0.07649 0.17408 0.12229 0.08192 0.07902 0.08413 0.07426 0.06601
    1302.58 0.06222 0.06039 0.05960 0.05959 0.07649 0.17408 0.12229 0.08192 0.07902 0.08413 0.07426 0.06601
   14257.24 0.06222 0.06039 0.05960 0.05959 0.07649 0.17408 0.12229 0.08192 0.07902 0.08413 0.07426 0.06601
    62.72   -92.82
T  NoName
       1.2 0.02476 0.01831 0.01582 0.04664 0.17059 0.21165 0.12514 0.08739 0.09886 0.09782 0.06570 0.03733
    7558.51 0.02476 0.01831 0.01582 0.04664 0.17059 0.21165 0.12514 0.08739 0.09886 0.09782 0.06570 0.03733
    7815.47 0.02476 0.01831 0.01582 0.04664 0.17059 0.21165 0.12514 0.08739 0.09886 0.09782 0.06570 0.03733
  212633.86 0.02476 0.01831 0.01582 0.04664 0.17059 0.21165 0.12514 0.08739 0.09886 0.09782 0.06570 0.03733
    57.67   -93.37
T  NoName
      11.6 0.05476 0.04703 0.04197 0.04338 0.09011 0.16098 0.12265 0.09632 0.09026 0.09878 0.08707 0.06670
       0.00 0.05476 0.04703 0.04197 0.04338 0.09011 0.16098 0.12265 0.09632 0.09026 0.09878 0.08707 0.06670
       0.00 0.05476 0.04703 0.04197 0.04338 0.09011 0.16098 0.12265 0.09632 0.09026 0.09878 0.08707 0.06670
       0.00 0.05476 0.04703 0.04197 0.04338 0.09011 0.16098 0.12265 0.09632 0.09026 0.09878 0.08707 0.06670
    58.99   -95.36
T  NoName
       3.2 0.03911 0.03197 0.02823 0.04469 0.12932 0.17484 0.11337 0.09106 0.10672 0.11109 0.07839 0.05121
    5218.97 0.03911 0.03197 0.02823 0.04469 0.12932 0.17484 0.11337 0.09106 0.10672 0.11109 0.07839 0.05121
    3907.73 0.03911 0.03197 0.02823 0.04469 0.12932 0.17484 0.11337 0.09106 0.10672 0.11109 0.07839 0.05121
   51606.57 0.03911 0.03197 0.02823 0.04469 0.12932 0.17484 0.11337 0.09106 0.10672 0.11109 0.07839 0.05121
    58.80   -94.73
T  CHURCHILL-MN
      16.8 0.05970 0.05247 0.04740 0.05314 0.10929 0.14125 0.10972 0.09280 0.09192 0.09119 0.08201 0.06911
  713379.19 0.05970 0.05247 0.04740 0.05314 0.10929 0.14125 0.10972 0.09280 0.09192 0.09119 0.08201 0.06911
   13025.78 0.05970 0.05247 0.04740 0.05314 0.10929 0.14125 0.10972 0.09280 0.09192 0.09119 0.08201 0.06911
14520634.24 0.05970 0.05247 0.04740 0.05314 0.10929 0.14125 0.10972 0.09280 0.09192 0.09119 0.08201 0.06911
    58.70   -94.19
T  NoName
